"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","names","hgnc_symbol","entrezgene_id"
"16250",123.621003113265,-2.93803221018646,0.575341693201151,-5.10658665086395,3.28030223357076e-07,0.00018585689339885,"ENSG00000196091","MYBPC1",4604
"16266",774.674484382475,-1.05579536794594,0.285138034136618,-3.70275179578491,0.00021327351388868,0.0270025730068744,"ENSG00000196139","AKR1C3",8644
"16487",3.63441628085629,-1.84304517548485,0.475432504396526,-3.87656535563183,0.000105941362608981,0.016783041634483,"ENSG00000196859","KRT39",390792
"16597",12.5959694556804,-1.18599382446816,0.332621940583574,-3.56559108033396,0.000363037052718997,0.0390818123437761,"ENSG00000197241","SLC2A7",155184
"16605",23.7044489858066,-1.06925490007196,0.280403602722112,-3.81327090555118,0.00013713964716365,0.0200782417240105,"ENSG00000197261","C6orf141",135398
"16643",7.34916087105209,-1.82145235083564,0.405044579722068,-4.49691822091651,6.89454909393253e-06,0.0021703366997668,"ENSG00000197408","CYP2B6",1555
"16779",27.7797198407245,-1.83082063793398,0.354644817772175,-5.16240628986185,2.43795429160161e-07,0.000146502859236514,"ENSG00000197893","NRAP",4892
"16903",285.941060226912,-2.00276333658796,0.456547246889812,-4.38676029749739,1.15051460182885e-05,0.00330871563563095,"ENSG00000198336","MYL4",4635
"17079",37.6810817044322,-2.20904990341189,0.35906400657424,-6.15224545753836,7.63935208576951e-10,1.38617376547612e-06,"ENSG00000198842","STYXL2",92235
"17770",688.62298134462,-1.16209609638023,0.280142874102134,-4.14822650800875,3.35060806430251e-05,0.00753324962660756,"ENSG00000204248","COL11A2",1302
"17895",2.45757438069539,-2.26423352084828,0.549087617753256,-4.12362881194265,3.72949736478784e-05,0.0080729582204886,"ENSG00000204612","FOXB2",442425
"17965",11.6357665165789,-1.68033576556595,0.417596237738861,-4.02382879372761,5.72595497175675e-05,0.0110305454101852,"ENSG00000204889","KRT40",125115
"18015",26.493684260481,-2.13934002762977,0.386663345800214,-5.53282345189025,3.15116610700694e-08,2.75809238696334e-05,"ENSG00000205056","LINC02397",NA
"18061",21.1153244764057,-1.50424370126945,0.346549773047674,-4.3406281528931,1.42075977816296e-05,0.00388204799853889,"ENSG00000205279","CTXN3",613212
"19644",182.676932604008,-1.60890322178346,0.401853737148622,-4.00370351959281,6.23585065495184e-05,0.0115168724343886,"ENSG00000215397","SCRT2",85508
"21268",10.7417885446387,-3.98812736560272,0.93370259376355,-4.2713037237344,1.94333522621618e-05,0.00504790728244618,"ENSG00000225613","LINCMD1",NA
"21412",76.953044955754,-1.80601519928837,0.44928561743199,-4.0197485279211,5.82602945665167e-05,0.0110636956750191,"ENSG00000225953","SATB2-AS1",150538
"21566",14.9825973754642,-1.40704132018535,0.395419348517323,-3.5583522289975,0.000373188648865444,0.039854963874325,"ENSG00000226337","TMEM252-DT",105376072
"21673",12.4304695741685,-1.29508800167332,0.317505157106148,-4.07895107429814,4.52393555137067e-05,0.00931513055870745,"ENSG00000226604","PAPPA-AS2",NA
"22133",22.9253815863284,-1.61465804635988,0.434116378167656,-3.71941287535642,0.000199686410935957,0.0255296131759609,"ENSG00000227706","",NA
"22188",83.9683414428074,-3.84786662839206,0.555966672725608,-6.9210382872916,4.4834528115069e-12,1.38855982382224e-08,"ENSG00000227877","MRLN",100507027
"22708",116.280018776493,-1.48665958425372,0.419846873137021,-3.54095666628564,0.000398679050836579,0.0416925089474866,"ENSG00000229108","LINC02587",101927524
"23410",8.32158438774328,-2.9759474125863,0.605614227571743,-4.91393246244989,8.92675114777043e-07,0.000413113626105211,"ENSG00000230798","FOXD3-AS1",100996301
"23461",12.7820491198334,-1.87937614975961,0.488978233949728,-3.84347608804369,0.00012130382350777,0.0183606561731948,"ENSG00000230937","MIR205HG",642587
"24822",48.7179249113408,-1.06223809912873,0.252523250527779,-4.20649622127319,2.59360418071346e-05,0.00632870857720516,"ENSG00000234281","LANCL1-AS1",NA
"24962",1.36046807636104,-1.37416240112129,0.390065437975346,-3.52290222956935,0.00042684879237435,0.0432891336991841,"ENSG00000234626","",NA
"25010",1.7155126029012,-1.59156693506778,0.355096631688601,-4.48206711367371,7.39234862719207e-06,0.00225477833657581,"ENSG00000234724","HDAC1P1",NA
"25090",2.72084373445488,-1.41701352981403,0.36911190239855,-3.83898086354311,0.000123546058240431,0.0185762579200202,"ENSG00000234944","LINC02623",101929445
"25265",22.7440194410566,-1.35437768915137,0.358891737283699,-3.77377785123194,0.000160793952765061,0.0221422619757435,"ENSG00000235335","B3GALT1-AS1",NA
"25674",11.8369166211495,-2.60270625305697,0.436957431918699,-5.95642976394378,2.57807833643475e-09,3.4681496398175e-06,"ENSG00000236345","SCAT8",112935969
"25718",58.6913850250494,-1.20448449090103,0.340917202213247,-3.53307044373668,0.000410763006148693,0.0421891330447925,"ENSG00000236449","",NA
"26269",11.4486470055695,-1.21666670775025,0.321494280573566,-3.78441167158447,0.000154072613595765,0.0216866145716573,"ENSG00000237773","",101927609
"26584",3.29160853821981,-1.43739639969916,0.401412154855859,-3.58084921522943,0.000342479266500874,0.0376745907864978,"ENSG00000239263","RBM43P1",NA
"26638",459.077106255935,-3.50439050574127,0.416769761531874,-8.40845672886771,4.15440620997428e-17,5.57549009419948e-13,"ENSG00000239474","KLHL41",10324
"27089",1.40631446620376,-1.16529686148674,0.308613427853156,-3.77591107941426,0.000159423861326849,0.022129540310008,"ENSG00000241346","SNRPCP11",NA
"28064",12.0585284572634,-1.0759032596127,0.26865667845795,-4.00475158774473,6.20826863074003e-05,0.0115168724343886,"ENSG00000246363","LINC02458",NA
"28242",530.496491633364,-1.39835241773689,0.311083849761257,-4.49509808628787,6.95378854179914e-06,0.0021703366997668,"ENSG00000248329","APELA",100506013
"28249",6.4659411266073,-1.72239324929854,0.460504676396648,-3.7402296601544,0.000183852192586628,0.024583794009824,"ENSG00000248359",NA,NA
"28313",46.8106377707714,-1.19745215823974,0.339855880283058,-3.52341162154502,0.000426029152965226,0.0432891336991841,"ENSG00000248540","",283731
"28618",5.9386328852229,-1.57859519387139,0.444085892794166,-3.55470691477937,0.000378400638368272,0.040092543426272,"ENSG00000249500","LINC01179",101928151
"28660",11.9708435172208,-2.46669481615273,0.536793989044714,-4.59523554006722,4.32260708994277e-06,0.00148749407397672,"ENSG00000249641","HOXC13-AS",100874366
"28790",5.46557506886289,-1.46579842556931,0.37819711051969,-3.8757525766263,0.00010629565388687,0.016783041634483,"ENSG00000250041","",NA
"28825",32.6569370125614,-1.00785038766941,0.253222055401246,-3.98010507446678,6.88848140232816e-05,0.0124662933889139,"ENSG00000250138","",NA
"29009",4.53065911991881,-1.58931650484499,0.423827224195038,-3.74991603680847,0.000176893789841647,0.0238684248532692,"ENSG00000250641","LY6G6F-LY6G6D",110599563
"29173",7.65378818857143,-2.54254177283552,0.632684444650722,-4.01865700086738,5.85308027117147e-05,0.0110636956750191,"ENSG00000251129","LINC02506",NA
"29316",9.6782643268012,-1.43465701643859,0.394781502941598,-3.63405328200199,0.000279003205038021,0.0320034958439909,"ENSG00000251504","LINC01099",101928656
"29317",30.0778841128657,-1.87893333123602,0.485062581095937,-3.87358952115171,0.000107243987034738,0.0168010015797378,"ENSG00000251511","",NA
"29700",2.25117110877932,-2.55227115509159,0.68766389903889,-3.7115095887086,0.000206026861749169,0.0261673612231705,"ENSG00000253308","",NA
"30278",21.5132329673047,-1.70688237248876,0.357382091292844,-4.77607136472351,1.7875297805322e-06,0.000734382898201913,"ENSG00000254656","RTL1",388015
"30705",241.695583979327,-1.14417288348758,0.287513501865729,-3.97954487724169,6.90473256601213e-05,0.0124662933889139,"ENSG00000255794","RMST",196475
"31070",2.20780037539931,-1.64060365900042,0.441738218538806,-3.71397264295412,0.000204030860099433,0.0259958559788714,"ENSG00000257258","",NA
"32196",7.76941091888596,-1.53801435287397,0.443615894836992,-3.46699559410313,0.000526310516723675,0.0499771557177561,"ENSG00000259974","LINC00261",140828
"33077",35.2664677779143,-1.08591356836837,0.276620150919552,-3.92564881755191,8.64962734970046e-05,0.0145862757837342,"ENSG00000262061","RPH3AL-AS1",NA
"33599",96.7001685614872,-1.56102905816734,0.254644142568913,-6.13023744594827,8.77480134047752e-10,1.47204604820961e-06,"ENSG00000265142","MIR133A1HG",102723167
"33838",9.25945337047192,-2.09019706171738,0.437920036103163,-4.77301079968167,1.81492054771678e-06,0.000738104354466393,"ENSG00000266369","",NA
"34543",16.2960171094171,-1.67837774663784,0.427456451231432,-3.92642979607093,8.62160409962796e-05,0.0145862757837342,"ENSG00000268388","FENDRR",400550
"34918",4.7675357067475,-1.38581070010904,0.378499338894931,-3.66132924869846,0.000250910061718112,0.0301556444922228,"ENSG00000270071","",NA
"35196",17.4728052759317,-6.0865840330184,0.869187218288668,-7.00261566777547,2.51227317629777e-12,8.52184029480143e-09,"ENSG00000271005","CTHRC1P1",NA
"35292",19.1402333778972,-1.34673996783128,0.296101048220013,-4.54824451290227,5.40952630979901e-06,0.00177071827874087,"ENSG00000271334","LINC02104",101926940
"36067",9.52575602922901,-1.81102197867173,0.448879050136337,-4.03454333215523,5.47085937389312e-05,0.0107447678103261,"ENSG00000273301",NA,NA
"37223",30.195012187208,-1.65878778987591,0.359729129773791,-4.6112134174928,4.00325275369557e-06,0.00138947381352837,"ENSG00000277223","",NA
"38827",6.93162861090558,-1.31610235018502,0.357367202828586,-3.68277318054924,0.000230710422383105,0.0283197043475262,"ENSG00000282890","",NA
"39361",14.0442842004274,-1.51886743490325,0.373919133844797,-4.06202116293328,4.86496654882981e-05,0.00983219549151337,"ENSG00000285671","",NA
"39581",93.6937117198223,-1.41854351700636,0.354429084184218,-4.00233383857704,6.27207146771071e-05,0.0115308740380351,"ENSG00000286056","",NA
"39791",2.85711195520096,-1.42957928971263,0.359416013010106,-3.97750583714932,6.96419137735105e-05,0.012517512197987,"ENSG00000286403","",NA
"40236",17.3251742614475,-1.43130891093791,0.382770917166904,-3.73933558362221,0.000184507280016438,0.024583794009824,"ENSG00000287056","",NA
"40297",4.78922445926252,-1.14570479964677,0.320333173867896,-3.57660365241862,0.000348087331515904,0.0381871720476658,"ENSG00000287142","",NA
"40497",20.1842805182119,-1.75013498895569,0.404354667877992,-4.32821759704223,1.50320918204866e-05,0.00400809325083729,"ENSG00000287424","",NA
"40545",7.62061203709425,-1.38866370024458,0.333045500004885,-4.16959154297,3.05146031395301e-05,0.00710161243701597,"ENSG00000287498","",NA
"40570",17.3999405125833,-2.33275269625015,0.45863072185457,-5.08634198515349,3.65035581001469e-07,0.00019860895354434,"ENSG00000287530","",NA
"40617",1.99110787382999,-1.65255835748125,0.460068616417022,-3.59198236635058,0.000328172060584537,0.0364996229371675,"ENSG00000287593","",NA
